-2.247032880783081055e+00,2.490804672241210938e+00
-3.102327585220336914e+00,1.843086123466491699e+00
-3.063357114791870117e+00,1.587929010391235352e+00
-2.434966802597045898e+00,7.740069627761840820e-01
-2.211883306503295898e+00,7.148826718330383301e-01
-1.898000836372375488e+00,1.899650692939758301e-01
-1.657910108566284180e+00,3.051001131534576416e-01
-1.229829430580139160e+00,-7.090589404106140137e-02
-7.410345077514648438e-01,2.398732304573059082e-02
2.833617925643920898e-01,1.548594236373901367e-02
6.924341917037963867e-01,8.746115565299987793e-01
1.031178712844848633e+00,8.309919834136962891e-01
1.102439522743225098e+00,6.942413449287414551e-01
1.409740090370178223e+00,3.047938048839569092e-01
1.308561682701110840e+00,1.744610369205474854e-01
1.244154095649719238e+00,-4.200796484947204590e-01
8.586709201335906982e-02,-8.465073108673095703e-01
2.320352941751480103e-01,-8.035979270935058594e-01
-2.113896459341049194e-01,-6.343839168548583984e-01
-8.270747661590576172e-01,-8.610605001449584961e-01
-2.069604873657226562e+00,-5.564584136009216309e-01
8.717588424682617188e+00,7.712048530578613281e+00
8.430919647216796875e+00,5.250233650207519531e+00
1.006507778167724609e+01,4.398923873901367188e+00
1.161448955535888672e+01,3.889998674392700195e+00
1.114050006866455078e+01,2.349341630935668945e+00
1.033999919891357422e+01,2.049776077270507812e+00
9.044636726379394531e+00,9.298694133758544922e-01
1.072609329223632812e+01,4.265094995498657227e-01
9.767525672912597656e+00,2.934885025024414062e-02
8.799180984497070312e+00,-5.626969337463378906e-01
8.947373390197753906e+00,-1.716226339340209961e-02
9.688382148742675781e+00,8.539065718650817871e-01
8.536187171936035156e+00,7.161985039710998535e-01
7.196701049804687500e+00,1.012916207313537598e+00
5.112458705902099609e+00,-4.649256467819213867e-01
4.104189395904541016e+00,-2.487181901931762695e+00
4.208996772766113281e+00,-3.484315156936645508e+00
4.644499301910400391e+00,-3.125911712646484375e+00
6.435739517211914062e+00,-7.861236333847045898e-01
6.339749336242675781e+00,1.388393282890319824e+00
4.589278221130371094e+00,1.639525175094604492e+00
3.850304841995239258e+00,2.719986677169799805e+00
4.134017944335937500e+00,4.217786788940429688e+00
2.795368671417236328e+00,5.123669624328613281e+00
2.648458480834960938e+00,4.641293525695800781e+00
3.344805955886840820e+00,4.410170555114746094e+00
4.818396568298339844e+00,4.780846595764160156e+00
4.735406875610351562e+00,5.895272254943847656e+00
2.970975637435913086e+00,5.512596130371093750e+00
1.881407141685485840e+00,7.040596961975097656e+00
5.339127779006958008e-01,6.814983367919921875e+00
2.685833573341369629e-01,7.350766181945800781e+00
-2.920547723770141602e+00,7.490651130676269531e+00
1.364342689514160156e+00,2.449909687042236328e+00
9.428678750991821289e-01,2.090374231338500977e+00
6.172804832458496094e-01,2.504209041595458984e+00
1.609863042831420898e+00,3.519473314285278320e+00
3.341147899627685547e+00,3.891236543655395508e+00
3.141031980514526367e+00,3.031459093093872070e+00
5.242943763732910156e+00,3.815602540969848633e+00
5.618113517761230469e+00,2.831647872924804688e+00
7.504540443420410156e+00,5.567424774169921875e+00
1.019893646240234375e+01,4.511375427246093750e+00
1.313398265838623047e+01,4.793984413146972656e+00
1.609765815734863281e+01,7.292391777038574219e+00
1.819175148010253906e+01,9.453495979309082031e+00
-5.712433338165283203e+00,2.801406860351562500e+00
-6.386115550994873047e+00,2.683588981628417969e+00
-6.569631576538085938e+00,2.503389835357666016e+00
-6.833678722381591797e+00,2.650886774063110352e+00
-6.384293556213378906e+00,1.946829557418823242e+00
-7.522055625915527344e+00,2.456735610961914062e+00
-6.382341384887695312e+00,3.047010183334350586e+00
-6.797864913940429688e+00,2.590267419815063477e+00
-5.846507549285888672e+00,2.637253046035766602e+00
-5.810669422149658203e+00,1.745033144950866699e+00
-5.553699970245361328e+00,2.082355737686157227e+00
-4.868060588836669922e+00,1.826536178588867188e+00
-4.323296546936035156e+00,1.722113251686096191e+00
-3.772708177566528320e+00,1.556700706481933594e+00
-4.439507961273193359e+00,1.559951782226562500e+00
-3.655155420303344727e+00,1.583296060562133789e+00
-5.616231441497802734e+00,1.885769605636596680e+00
-5.293120384216308594e+00,1.652825951576232910e+00
-6.047642230987548828e+00,1.792079925537109375e+00
-5.655141353607177734e+00,1.929519176483154297e+00
-5.754656791687011719e+00,1.450773715972900391e+00
-5.326255321502685547e+00,1.174233078956604004e+00
-5.220250129699707031e+00,1.168661117553710938e+00
-5.202960491180419922e+00,9.318504333496093750e-01
-4.777747154235839844e+00,1.085668444633483887e+00
-4.461036682128906250e+00,1.184896230697631836e+00
-4.144709110260009766e+00,1.762485265731811523e+00
-3.831952810287475586e+00,1.612501859664916992e+00
-4.158988952636718750e+00,1.188819050788879395e+00
-3.732830286026000977e+00,1.669926404953002930e+00
-3.334431409835815430e+00,1.758492708206176758e+00
-3.448441743850708008e+00,2.165852546691894531e+00
-2.660354375839233398e+00,2.312704801559448242e+00
