NonLocal: True 1024: True DataSet: 15
-1.768380165100097656e+00,2.316205501556396484e+00
-2.081064224243164062e+00,2.667190313339233398e+00
-2.377159357070922852e+00,1.424779653549194336e+00
-2.843092441558837891e+00,1.270606040954589844e+00
-2.637795925140380859e+00,8.660033345222473145e-01
-2.632897615432739258e+00,6.828330159187316895e-01
-2.071378469467163086e+00,3.116422295570373535e-01
-2.198121786117553711e+00,-1.672467291355133057e-01
-1.212578535079956055e+00,-2.039918601512908936e-01
-6.435120701789855957e-01,1.930072903633117676e-01
-5.972578525543212891e-01,2.923214733600616455e-01
-7.156265974044799805e-01,6.050463318824768066e-01
-5.573313832283020020e-01,9.365829825401306152e-01
-2.169330418109893799e-01,9.329937696456909180e-01
1.162530481815338135e-01,-7.643420249223709106e-02
3.775461912155151367e-01,-9.666822105646133423e-02
5.581544041633605957e-01,-5.245876312255859375e-01
2.864019945263862610e-02,-6.496993899345397949e-01
-4.056862890720367432e-01,-1.329007506370544434e+00
-1.023741483688354492e+00,-1.018052339553833008e+00
-8.385481238365173340e-01,-1.172806620597839355e+00
-7.843071222305297852e-01,-4.035275876522064209e-01
6.754203319549560547e+00,4.930631637573242188e+00
7.888088226318359375e+00,4.088227748870849609e+00
9.742294311523437500e+00,4.170327663421630859e+00
1.015138626098632812e+01,2.678534984588623047e+00
1.034302425384521484e+01,2.455241203308105469e+00
9.888545989990234375e+00,1.704905986785888672e+00
9.383862495422363281e+00,1.427951335906982422e+00
9.154863357543945312e+00,1.085880160331726074e+00
8.223797798156738281e+00,-5.167065858840942383e-01
8.023043632507324219e+00,-3.451774716377258301e-01
7.833508968353271484e+00,3.225769102573394775e-01
8.679313659667968750e+00,3.340061008930206299e-02
8.038378715515136719e+00,-1.678582727909088135e-01
6.670144557952880859e+00,3.885605037212371826e-01
4.649909019470214844e+00,2.065476775169372559e-02
3.000736951828002930e+00,-1.417310237884521484e+00
2.309322357177734375e+00,-2.831161260604858398e+00
3.376845121383666992e+00,-3.078166723251342773e+00
4.931893348693847656e+00,-1.534617781639099121e+00
5.558213710784912109e+00,1.312156796455383301e+00
4.334556579589843750e+00,2.018539905548095703e+00
3.514098405838012695e+00,1.990620970726013184e+00
3.692412853240966797e+00,4.405013084411621094e+00
3.084831953048706055e+00,4.445666313171386719e+00
2.069978475570678711e+00,4.035431861877441406e+00
2.494936466217041016e+00,3.632819890975952148e+00
3.675270318984985352e+00,4.704799652099609375e+00
4.640150547027587891e+00,5.343442916870117188e+00
